countrynewwb;codewb;year;pop_adult;regionwb;incomegroup;group;group2;account;fiaccount;mobileaccount;borrow_money;dig_acc;saved fo old age;borrowed from fam and fri;envio remesa nacional;recibio_remesa_nacional;recibio_remesa_digital;recibio_transferencia_gobierno;recibio_pension_publica;retiro_dinero_cuenta;cuenta_inactiva;pagos_comercio_digital;ahorro_total
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;376741049;369875972;NA;309943498;NA;NA;125030687;NA;NA;NA;143254224;NA;;;NA;37819262
Mexico;MEX;2017;88534114;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;313209505;277804549;NA;327976141;NA;NA;179648884;NA;NA;NA;75630013;NA;;;NA;458188281
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;330719254;319198264;NA;313767077;NA;NA;104410277;NA;NA;NA;;NA;;;NA;429803574
Nicaragua;NIC;2017;4249427;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;267379462;219256193;NA;266002566;NA;NA;9873509;NA;NA;NA;;NA;;;NA;481288811
Panama;PAN;2017;2915245;High income;High income;age_cat;age 25+;495251649;491731616;NA;330292254;NA;NA;107464292;NA;NA;NA;17698053;NA;;;NA;471037493
Panama;PAN;2017;2915245;High income;High income;age_cat;ages 15-24;369863182;353095712;NA;239902852;NA;NA;93044536;NA;NA;NA;20391732;NA;;;NA;524133526
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;546005403;366121367;0.312632486;371930506;NA;NA;178820607;NA;NA;NA;;NA;;;NA;276257043
Paraguay;PRY;2017;4382299;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;332892135;167878681;0.227386831;319208038;NA;NA;222606323;NA;NA;NA;;NA;;;NA;257282795
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;470516385;469427222;NA;388531281;NA;NA;155168486;NA;NA;NA;;NA;136495665;;NA;369544889
Peru;PER;2017;22473210;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;293711101;280545538;NA;293127701;NA;NA;172548052;NA;NA;NA;;NA;53984577;;NA;496339523
United States;USA;2017;261470917;High income;High income;age_cat;age 25+;942130469;942130469;NA;786270089;NA;NA;117505377;NA;NA;NA;257827726;0.174027258;702214805;;NA;784975407
United States;USA;2017;261470917;High income;High income;age_cat;ages 15-24;869444179;869444179;NA;706639708;NA;NA;350500809;NA;NA;NA;432681487;0.013124686;394549142;;NA;841387059
Uruguay;URY;2017;2670291;High income;High income;age_cat;age 25+;687183529;687183529;NA;586221956;NA;NA;97575001;NA;NA;NA;189855779;0.117350608;478251138;;NA;351532813
Uruguay;URY;2017;2670291;High income;High income;age_cat;ages 15-24;441169236;441169236;NA;338164167;NA;NA;225290619;NA;NA;NA;209636231;0.036475568;111322361;;NA;458628902
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;782752922;782752922;0.120270526;46529518;NA;NA;152229289;NA;NA;NA;125452247;0.128314702;336533481;;NA;410335071
Venezuela, RB;VEN;2017;22179490;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;569840583;557644495;0.073211724;366046216;NA;NA;263572815;NA;NA;NA;67709227;0.019454654;122532641;;NA;430603566
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;706820806;670240226;0.301113158;531215417;NA;NA;241149431;0.154094044;0.144493077;NA;129281844;NA;315203405;;0.4217861;327616685
Argentina;ARG;2021;34481880;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;753671465;635606476;0.547651453;453839528;NA;NA;320496885;0.153514537;0.213830184;NA;235213579;NA;184671476;;0.547396527;622792968
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;699053025;693856699;0.105527798;465762106;NA;NA;283093695;0.216140996;0.207178872;0.111586331;250845798;0.107252103;129992685;;0.137528324;514912136
Bolivia;BOL;2021;8150856;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;663624762;644503557;0.188950227;520803724;NA;NA;365555114;0.229953706;0.26384312;0.145146277;394178392;0.132360117;117673927;;0.184836606;671363938
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;851499688;84662108;0.26190976;580365523;NA;NA;214013838;0.242716108;0.196022295;0.121033005;320824623;0.107648113;413324247;;0.510779494;405102935
Brazil;BRA;2021;165349748;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;79917718;795017212;0.298028051;614247337;NA;NA;366566263;0.205868261;0.240446614;0.142766096;2143373;0.112133867;371073124;;0.573575417;674193189
Canada;CAN;2021;31991096;High income;High income;age_cat;age 25+;995803312;995803312;NA;859269149;NA;NA;111361255;NA;NA;NA;297092135;0.283557255;83582545;;NA;763970742
Canada;CAN;2021;31991096;High income;High income;age_cat;ages 15-24;1;1;NA;874662725;NA;NA;332498078;NA;NA;NA;381901961;0.012455347;770581028;;NA;899349313
Chile;CHL;2021;15803947;High income;High income;age_cat;age 25+;864133467;864133467;NA;449761534;NA;NA;199585626;0.247137425;0.255555191;NA;620014413;0.135913103;270488199;;NA;560345691
Chile;CHL;2021;15803947;High income;High income;age_cat;ages 15-24;899996906;899996906;NA;378821332;NA;NA;241222578;0.250975676;0.386092274;NA;449657521;0.031450857;117425826;;NA;673873846
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;625823082;593103223;0.20027619;490284406;NA;NA;288124047;0.208353661;0.190736277;NA;191798658;NA;150828974;;0.206255915;297398017
Colombia;COL;2021;39661157;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;500012094;445312378;0.276588229;455506786;NA;NA;299780931;0.2585267;0.29574873;NA;236628195;NA;68286628;;0.196575094;392170221
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;656660833;656660833;NA;374499514;NA;NA;188932337;0.188366334;0.185968642;NA;94698063;NA;155147375;;0.350171134;422358972
Costa Rica;CRI;2021;3990389;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;770397397;770397397;NA;388477422;NA;NA;244979467;0.256998865;0.357155514;NA;155704985;NA;98842214;;0.503910569;627619452
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;576893692;561471373;NA;465752407;NA;NA;237213135;0.192102339;0.274444519;NA;176457449;NA;125806188;;0.145033942;357289414
Dominican Republic;DOM;2021;7960918;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;311634166;287508602;NA;404279634;NA;NA;277828347;0.148659458;0.327010453;NA;89067482;NA;455843;;0.091122511;431582798
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;678730041;678730041;NA;48859342;NA;NA;266938541;0.147993767;0.169357822;NA;;NA;176519721;110765978;0.162222788;315550455
Ecuador;ECU;2021;12914981;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;545411314;545411314;NA;425190721;NA;NA;342326589;0.197717776;0.312789635;NA;;NA;73795108;80125102;0.149647944;57746363
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;371029216;321825069;0.104926174;304391699;NA;NA;155486335;NA;0.118243074;NA;247191065;NA;;;NA;324985318
El Salvador;SLV;2021;4592875;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;316502082;257953182;0.123380044;277171229;NA;NA;208637927;NA;0.20565139;NA;184895686;NA;;;NA;578762706
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;364126618;348090904;NA;324680351;NA;NA;215359768;NA;0.08589938;NA;;NA;;;NA;268117685
Guatemala;GTM;2022;11489738;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;381836371;349378779;NA;30087813;NA;NA;238837781;NA;0.162722513;NA;;NA;;;NA;44601167
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;385282529;346314918;NA;364136457;NA;NA;24465096;0.127580351;0.171142757;NA;;NA;;;NA;253910341
Honduras;HND;2021;6863097;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;360958077;319250537;NA;409912015;NA;NA;301949907;0.097218739;0.253605611;NA;;NA;;;NA;377648384
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;7273564;7273564;0.10579218;302779378;NA;NA;179895389;0.195811483;0.263192955;0.127209503;;NA;118538626;13094534;0.207800339;605229825
Jamaica;JAM;2021;2248537;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;753614052;724306409;0.202547621;374596482;NA;NA;274044921;0.188079262;0.478215262;0.2413491;;NA;116656258;71622243;0.39722491;743027208
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;48661915;476976883;0.153363888;352847123;NA;NA;197213414;0.136808717;0.141630978;0.098523462;96322608;NA;102723644;;0.269924884;362124294
Mexico;MEX;2022;93851214;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;500434861;412102248;0.278492996;350098757;NA;NA;193153098;0.116223031;0.230105836;0.119793153;134804927;NA;145374199;;0.371354566;428467833
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;248901931;227076765;NA;370179606;NA;NA;211595332;NA;0.153333905;NA;;NA;;;NA;324450998
Nicaragua;NIC;2021;4567953;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;295648683;246867912;NA;422948979;NA;NA;317261852;NA;0.311466356;NA;;NA;;;NA;519327663
Panama;PAN;2021;3160275;High income;High income;age_cat;age 25+;463443046;463443046;NA;297905015;NA;NA;176249543;0.156176622;0.179135447;NA;178671435;NA;;;NA;36218461
Panama;PAN;2021;3160275;High income;High income;age_cat;ages 15-24;404220332;404220332;NA;283251472;NA;NA;172258637;0.194914791;0.322977131;NA;227999773;NA;;;NA;427351736
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;574443467;303748572;0.387350244;348468587;NA;NA;216259341;0.15009562;0.209169365;0.115395695;186652942;NA;;;NA;202552718
Paraguay;PRY;2021;4679787;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;455440802;174253354;0.346655938;34796151;NA;NA;238675469;0.175977686;0.19786116;0.105332354;121031726;NA;;;NA;319253263
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;608503958;596193462;0.128974761;410305665;NA;NA;214914594;0.213384627;0.248020791;0.132614245;254999556;NA;133849299;;0.208198219;305807972
Peru;PER;2021;24463530;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;466182313;453595839;0.190415771;428199277;NA;NA;293170601;0.221250122;0.248733729;0.122170121;116820746;NA;113172136;;0.250504439;47946215
United States;USA;2021;270549658;High income;High income;age_cat;age 25+;951570243;951570243;NA;790479743;NA;NA;161056818;NA;NA;NA;310076524;0.159440854;718952757;;NA;786558505
United States;USA;2021;270549658;High income;High income;age_cat;ages 15-24;938018128;938018128;NA;599661934;NA;NA;292663332;NA;NA;NA;237914102;0.007937226;373328721;;NA;783757442
Uruguay;URY;2021;2725712;High income;High income;age_cat;age 25+;773529518;773529518;NA;583427079;NA;NA;158232806;NA;NA;NA;233078184;NA;402644904;;NA;344929019
Uruguay;URY;2021;2725712;High income;High income;age_cat;ages 15-24;59462253;59462253;NA;441270639;NA;NA;256307508;NA;NA;NA;273872662;NA;196628905;;NA;532311634
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;914927901;913044238;0.301519737;420416844;NA;NA;333382991;0.244762821;0.380711445;0.286465804;226899281;0.229321804;226382312;;0.729259023;3270517
Venezuela, RB;VEN;2021;20527738;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;622448522;613446077;0.308068834;500777283;NA;NA;393835978;0.321929993;0.397829507;0.260645889;84375697;0.034485745;57431888;;0.497592683;51556866
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;810976343;751253701;0.521534409;546937018;0.687142219;NA;174183652;0.196223037;0.167233148;0.123749452;120303688;NA;34598395;;0.572831916;422759587
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;843725876;6384922;0.753811424;620440908;0.818496987;NA;53373713;0.213328829;0.275912857;0.179621278;219309956;NA;108602328;;0.720234077;715190887
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;716038758;712797334;0.122385259;525267485;0.456594209;0.138033144;223250658;0.245407946;0.318198908;0.150091373;123909084;NA;160663511;;0.258165407;679778775
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;580107066;56416858;0.175768975;571391884;0.359200066;0.060667281;387075116;0.252102226;0.352290522;0.199386191;179235771;NA;117461164;;0.214798768;70612691
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;579699446;556698471;0.175927823;501876334;0.322061176;NA;191592906;0.195176952;0.17151042;0.095579929;105431156;NA;107626589;;0.186909108;48183548
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;53823846;475995711;0.264152665;424171576;0.377150245;NA;25387093;0.16609193;0.286175739;0.184778635;103147508;NA;128390183;;0.253213155;588771235
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;868281158;862584314;0.541827959;634910961;0.687756064;0.104210258;141877244;0.201294661;0.121732529;0.100378027;192064479;NA;437094166;;0.583460189;427437977
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;843933437;825231648;0.758853634;641249344;0.800298854;0.088050104;216694718;0.243820376;0.276628189;0.194638288;2306009;NA;427512119;;0.681513901;645536894
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;557707913;427606073;0.366019515;4765151;0.432841998;NA;183879587;0.164859828;0.17847138;0.106582785;117007855;NA;;;0.236453331;338836653
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;622389272;458642881;0.493736911;409322945;0.569380645;NA;233852808;0.232050984;0.272521372;0.153470194;11040704;NA;;;0.36080519;379754334
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;72349425;72349425;NA;362706907;0.568170131;0.124007803;146803892;0.169407626;0.205289201;0.138597455;;0.14576368;168962231;;0.456523309;478499895
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;671332161;671332161;NA;438713318;0.606910592;0.101726783;244104626;0.174167224;0.252181566;0.189533003;;0.017620899;111281403;;0.540120931;657965778
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;700094574;687436418;0.183038647;673693796;0.43272542;0.111646939;224276815;0.30770469;0.379253308;0.165744329;245728583;NA;245615172;;0.28228478;488356127
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;474303767;452145409;0.170607028;518848935;0.368014177;0.078525863;3291187;0.242314311;0.464082407;0.182754992;163668705;NA;108815366;;0.256385375;63046703
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;657733737;650776316;0.093464961;491396602;0.352532856;NA;169187082;0.105229559;0.140011018;0.092412699;;NA;15210393;;0.184409635;316694914
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;605153389;603927523;0.124079055;442268582;0.482790649;NA;239688472;0.172229167;0.264243284;0.16848977;;NA;118507891;;0.282161376;51414672
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;452763843;447302479;NA;410557943;0.194102923;NA;125810249;NA;0.174625443;NA;138211913;NA;;;NA;379674009
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;368398421;363179301;NA;267650937;0.279151114;NA;146146383;NA;0.203647454;NA;35516367;NA;;;NA;493178144
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;396546974;392848323;NA;427142822;0.123718132;NA;14557137;0.087863449;0.121607879;NA;;NA;;;NA;282441887
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;347905461;33072419;NA;375335125;0.153201605;NA;172977683;0.140060021;0.187401289;NA;;NA;;;NA;486331817
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;428835696;40226972;0.095671811;486655143;0.210249595;NA;18006738;0.135144941;0.203627688;0.080845528;;NA;;;NA;365485166
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;411686514;365140906;0.14713021;515438914;0.282643793;NA;252049226;0.139715082;0.299910192;0.196927718;;NA;;;NA;548103277
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;554321327;549749686;0.104692947;448016607;0.354069764;NA;172978567;0.127377421;0.136893911;NA;137588614;NA;156829482;;0.258570617;450004494
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;446702388;43379887;0.103262265;301402946;0.309734506;NA;163466505;0.089123684;0.157563385;NA;94647015;NA;88652927;;0.26279182;599813844
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;age 25+;218236549;197264075;NA;4452905;0.134297968;NA;169554753;0.106813587;0.146623384;NA;;NA;;;NA;344252413
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;age_cat;ages 15-24;28349075;267745797;NA;403284941;0.179984779;NA;197330178;0.172113942;0.202507334;NA;;NA;;;NA;481724158
Panama;PAN;2024;3331755;High income;High income;age_cat;age 25+;658787018;633647321;0.36610663;46808463;0.491828392;NA;214088589;0.213752927;0.20952011;0.120201221;;NA;135283508;;0.366043834;472203194
Panama;PAN;2024;3331755;High income;High income;age_cat;ages 15-24;575227278;516669928;0.433699337;491207438;0.483757286;NA;270891487;0.238469903;0.308678984;0.163976751;;NA;97408296;;0.348948596;557843775
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;65079302;508153407;0.365891925;568670986;0.485327038;NA;216736633;0.2716353;0.251837702;0.188511518;;NA;;;0.260716442;33889356
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;472972593;283105137;0.338516895;480704886;0.431086186;NA;271961106;0.252080699;0.330838173;0.214265738;;NA;;;0.255962123;493279231
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;609900311;53848169;0.411898343;482021548;0.475353886;NA;196038827;0.189801126;0.198929048;0.108075084;;NA;142644398;;0.308523597;416244074
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;52985689;346787819;0.474189229;440906156;0.49496543;NA;253132062;0.241237518;0.270424926;0.148097329;;NA;65681158;;0.397491616;528982154
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;age 25+;903803014;897369645;0.343047155;59317504;0.845792323;NA;219821675;0.280731164;0.331258817;0.23308241;222285028;0.24088323;166156;;0.737034356;473986825
Venezuela, RB;VEN;2024;20899114;Latin America & Caribbean (excluding high income);Upper middle income;age_cat;ages 15-24;7639221;743745235;0.317233169;719011378;0.690927944;NA;386772073;0.34836627;0.453472654;0.335869587;193872158;0.12072585;142454221;;0.639011966;684634233
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;76653411;716504108;0.493645815;544670273;0.632303527;NA;257052484;0.204268363;0.176249781;0.115949618;134447107;NA;294665119;;0.52729057;423502046
Argentina;ARG;2024;35433130;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;842549103;735147634;0.603766815;569724883;0.75291243;NA;239316267;0.197298318;0.194826666;0.144067914;142516945;NA;301309659;;0.638747913;508606226
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;666719355;66208454;0.12794104;545157618;0.427675808;0.098830118;267563129;0.226116458;0.310226823;0.158749224;133499796;NA;160695537;;0.228565551;668781268
Belize;BLZ;2024;300138;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;743023577;726600462;0.179285243;500693916;0.444564263;0.207791529;264646859;0.350214787;0.410828615;0.185395562;16415155;NA;92488581;;0.334527097;775000663
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;rural;490134233;45592536;0.14432211;513310302;0.233106519;NA;224741713;0.196286914;0.199378897;0.112080653;111019681;NA;101255769;;0.117254221;424975196
Bolivia;BOL;2024;8553476;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;urban;639133239;606063284;0.249777123;451621224;0.430579302;NA;193723448;0.179224129;0.205332924;0.126559153;99218793;NA;124044469;;0.283792814;588072202
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;854248783;84320602;0.49772362;617238358;0.628831851;0.116621302;129305821;0.173134106;0.133864532;0.099519049;224160641;NA;393014512;;0.533732953;448336073
Brazil;BRA;2024;169047814;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;87090982;865021774;0.643971642;650055367;0.767484633;0.089830057;175135875;0.235796832;0.162265363;0.131161278;180565891;NA;46674737;;0.651728596;481677508
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;515262555;380214142;0.342890906;47814682;0.382684655;NA;204200877;0.205522804;0.21812491;0.121740372;198048314;NA;;;0.152080681;295047716
Colombia;COL;2024;41544122;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;604875049;466981637;0.421559219;453823201;0.507973264;NA;18741481;0.16134844;0.184251958;0.112321389;64670713;NA;;;0.328849783;379168319
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;715717806;715717806;NA;385481295;0.565206136;0.100561596;151511734;0.165809318;0.191794804;0.148472414;;0.135368369;127450446;;0.457706669;467330641
Costa Rica;CRI;2024;4118576;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;711515353;711515353;NA;369653505;0.585092138;0.137371029;178146091;0.174456514;0.234869166;0.148199733;;0.10833912;185939081;;0.486079142;554539203
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;655086458;632327617;0.173169561;646748871;0.373572022;0.109645144;220485549;0.311366453;0.393513422;0.174537803;317113028;NA;203209851;;0.207301864;499789479
Dominican Republic;DOM;2024;8281568;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;643933991;633232264;0.183836515;633115746;0.440973892;0.100987549;263348532;0.282652782;0.401747083;0.167131901;179138582;NA;219555537;;0.312589914;532594819
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;62558797;624963982;0.066387054;469224346;0.323428915;NA;155810318;0.102123946;0.169538106;0.114843961;;NA;93386391;;0.132245174;32312755
Ecuador;ECU;2024;13484219;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;662579741;65254621;0.131881635;488843828;0.438448263;NA;213549123;0.138737198;0.170366673;0.10708503;;NA;189580015;;0.276191268;401409414
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;rural;396736826;39048097;NA;388742503;0.177630249;NA;131518873;NA;0.187013984;NA;125833766;NA;;;NA;348244481
El Salvador;SLV;2024;4718943;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;urban;482506207;478200898;NA;365962584;0.258919376;NA;128772245;NA;0.173340674;NA;101878205;NA;;;NA;478450952
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;327281501;317560026;NA;413232294;0.107902202;NA;134935751;0.081533587;0.130954142;NA;;NA;;;NA;295650875
Guatemala;GTM;2024;12299923;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;506167996;503589973;NA;410943743;0.185645874;NA;194105598;0.149369435;0.160657314;NA;;NA;;;NA;438444246
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;rural;372737884;352400868;0.085403352;517205619;0.166943973;NA;176163066;0.10943134;0.195468311;0.09670967;;NA;;;NA;370788646
Honduras;HND;2024;7345357;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;urban;497313261;449593882;0.142011483;461402169;0.316133272;NA;230141358;0.174229861;0.274747399;0.130352351;;NA;;;NA;471079214
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;471002117;467300742;0.073268792;446303431;0.239824103;NA;166338927;0.076896951;0.133558808;NA;165779431;NA;114338821;;0.167019134;402300287
Mexico;MEX;2024;97411242;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;572480244;564111341;0.126481114;393298826;0.418352649;NA;17406854;0.148660859;0.147149983;NA;101169755;NA;161018328;;0.325249179;541063746
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;rural;199485839;186880367;NA;485428084;0.114254372;NA;178734953;0.133712966;0.171005221;NA;;NA;;;NA;354570126
Nicaragua;NIC;2024;4830854;Latin America & Caribbean (excluding high income);Lower middle income;urbanicity;urban;275944639;244899099;NA;365237721;0.187766342;NA;174535431;0.103243451;0.145058786;NA;;NA;;;NA;402823193
Panama;PAN;2024;3331755;High income;High income;urbanicity;rural;558745139;53091912;0.264968437;397916186;0.371592745;NA;185090424;0.186958233;0.213870939;0.109832128;;NA;90856312;;0.259765836;384982725
Panama;PAN;2024;3331755;High income;High income;urbanicity;urban;738638027;701082205;0.517858591;562265102;0.630933686;NA;275077591;0.257137309;0.250663822;0.152968803;;NA;170385746;;0.4843485;615846393
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;575761747;41957784;0.34776391;539132655;0.436489875;NA;211890225;0.252472716;0.292383745;0.20998481;;NA;;;0.218413003;325123898
Paraguay;PRY;2024;4874331;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;658082988;508032367;0.376644927;561179615;0.525549021;NA;255689579;0.288414442;0.238038892;0.17192514;;NA;;;0.319917771;448114163
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;rural;556652117;482538655;0.344909702;498428001;0.396695096;NA;214346379;0.228948432;0.227281188;0.101641365;;NA;11510748;;0.246192557;385038811
Peru;PER;2024;25601447;Latin America & Caribbean (excluding high income);Upper middle income;urbanicity;urban;623240615;511233492;0.491186206;452685919;0.547925769;NA;202793283;0.1771517;0.202899917;0.128744026;;NA;135902644;;0.394190101;485285136
